locality,scientificName,scientificNameAuthorship,vernacularName,taxonRank,establishmentMeans,degreeOfEstablishment,isHybrid,pathway,habitat,Biocontrol,associatedTaxa,eventRemarks,IntroDateNumber,taxonRemarks,kingdom,phylum,class,order,family,taxonomicStatus,ITIS_TSN,GBIF_taxonKey,taxonID,Authority,WebLink,associatedReferences,eventDate,modified,Update_Remarks,occurrenceRemarks,occurrenceID
L48,Autosticha kyotensis,"(Matsumura, 1931)",Kyoto moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,contaminant nursery material,Introduced Vegetation,,feeds on:Cedrus deodara; Prunus mume,approx. date of introduction: 1970s,1975,,Animalia,Arthropoda,Insecta,Lepidoptera,Autostichidae,Accepted GBIF,,10594478,https://www.gbif.org/species/10594478,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2022-08-02,"Changed scientificNameAuthorship, Added associatedTaxa, Changed Family, Added occurrenceRemarks; Added scientificNameAuthorship; Updated websiteURL","Native to: Japan; US distribution: southeastern states and Texas; changes as per Jim D Young (pers. comm.), GBIF has different scientificNameAuthorship and family",USRIIS-L48-Animalia4730
L48,Batia lunaris,"(Haworth, 1828)",Moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1931,1931,,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Accepted GBIF,,1841159,https://www.gbif.org/species/1841159,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14514
L48,Bedellia orchilella,"Walsingham, 1907",Sweet potato leaf miner,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Bedelliidae,Accepted GBIF,,1831765,https://www.gbif.org/species/1831765,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14515
L48,Bedellia somnulentella,"(Zeller, 1847)",Morning-glory leafminer moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",widespread invasive (category E),FALSE,,,,,approx. date of introduction: 1860s,1865,,Animalia,Arthropoda,Insecta,Lepidoptera,Bedelliidae,Accepted GBIF,,1831752,https://www.gbif.org/species/1831752,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2022-04-28,Changed degreeOfEstablishment based on GBIF distribution maps; Removed associatedTaxa comment: 'biocontrol for: Knapweed'; Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia4733
L48,Bema neuricella,"Zeller, 1848",Bema moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1984,1984,,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Accepted GBIF,,1873208,https://www.gbif.org/species/1873208,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14516
L48,Blastobasis maroccanella,"Amsel, 1952",Blastobasid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 2000,2000,Other name(s): Blastobasis acuta,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Accepted GBIF,,1852871,https://www.gbif.org/species/1852871,Landry et al. (2013),https://doi.org/10.11646/zootaxa.3749.1.1,"Landry et al. (2013), https://doi.org/10.11646/zootaxa.3749.1.1",2021-09-02,2021-09-02,,,USRIIS-L48-Animalia15458
L48,Blastobasis tarda,"Meyrick, 1902",Blastobasid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 2009,2009,,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Accepted GBIF,,1852832,https://www.gbif.org/species/1852832,Landry et al. (2013),https://doi.org/10.11646/zootaxa.3749.1.1,"Landry et al. (2013), https://doi.org/10.11646/zootaxa.3749.1.1",2021-09-02,2021-09-02,,,USRIIS-L48-Animalia15459
L48,Bleptina araealis,"(Hampson, 1901)",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1986,1986,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,937991,1793517,https://www.gbif.org/species/1793517,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus; Added providedSciName,,USRIIS-L48-Animalia13604
L48,Bombyx mori,(Linnaeus),Domestic silk moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Bombycidae,Accepted GBIF,117540,1868664,https://www.gbif.org/species/1868664,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus,,USRIIS-L48-Animalia13606
L48,Bradyrrhoa gilveolella,"(Treitschke, 1832)",Pyralid moth,Species,introduced: assisted colonization,established (category C3),FALSE,biological control,Introduced Vegetation,Yes,biocontrol for: Chondrilla juncea,approx. date of introduction: 2002,2002,Other name(s): Phycis gilveolella,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Accepted GBIF,,1876161,https://www.gbif.org/species/1876161,Winston et al. (2022),https://www.ibiocontrol.org/catalog/,"Winston et al. (2022), https://www.ibiocontrol.org/catalog/",2022-08-26,2022-08-26,,Native to: Eurasia,USRIIS-L48-Animalia15675
L48,Cacoecimorpha pronubana,"(Hübner, 1799)",Tortix moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1964 (Gilligan et al. (2020)),1964,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,8094357,https://www.gbif.org/species/8094357,Washington Invasive Species Council (2011b),https://invasivespecies.wa.gov/wp-content/uploads/2019/07/ExoticLeafrollers-Factsheet.pdf,"Washington Invasive Species Council (2011b), https://invasivespecies.wa.gov/wp-content/uploads/2019/07/ExoticLeafrollers-Factsheet.pdf",2012-06-11,2021-10-29,"Added scientificNameAuthorship; Updated link, to fact sheet",,USRIIS-L48-Animalia43
L48,Cactoblastis cactorum,"Berg, 1885",Cactus moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,unintentional,,,,approx. date of introduction: 1989 (Frank and McCoy (1992)),1989,,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Accepted GBIF,,1870532,https://www.gbif.org/species/1870532,University of Georgia Center for Invasive Species and Ecosystem Health - insects,https://www.invasive.org/species/insects.cfm,"University of Georgia Center for Invasive Species and Ecosystem Health - insects, https://www.invasive.org/species/insects.cfm",2012-06-26,2022-02-22,Changed degreeOfEstablishment; Changed Source Type; Updated websiteURL,,USRIIS-L48-Animalia163
L48,Cadra cautella,"(Walker, 1863)",Almond moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",widespread invasive (category E),FALSE,,,,,approx. date of introduction: 1884,1884,Other name(s): Ephestia cautella,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Accepted GBIF,,1873890,https://www.gbif.org/species/1873890,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2022-04-28,Changed degreeOfEstablishment based on GBIF distribution maps; Removed associatedTaxa comment: 'biocontrol for: Lecaniine coccids'; Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia4734
L48,Cadra figulilella,"(Gregson, 1871)",Raisin moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 1928,1928,,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Accepted GBIF,,1873903,https://www.gbif.org/species/1873903,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2021-10-29,Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia4735
L48,Callopistria jamaicensis,"(Moschler, 1886)",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1987,1987,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,938035,5108786,https://www.gbif.org/species/5108786,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus,,USRIIS-L48-Animalia13624
L48,Calophasia lunula,"(Hufnagel, 1766)",Toadflax brocade moth,Species,introduced: assisted colonization,established (category C3),FALSE,biological control,Artificial - Terrestrial; Introduced Vegetation,Yes,biocontrol for: Linaria spp.,approx. date of introduction: 1968 (https://biocontrol.entomology.cornell.edu/weedfeed/Calophasia.php),1968,Other name(s): Calocampa lunula; Cleophana linariae; Noctua linariae; Phalaena lunula,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,938037,1796463,https://www.gbif.org/species/1796463,NatureServe Explorer (2020v),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.54.8292/Calophasia_lunula,"NatureServe Explorer (2020v), https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.54.8292/Calophasia_lunula",2017-06-06,2022-08-02,"Changed vernacularName, Added associatedTaxa, Added eventRemarks, Added taxonRemarks, Added occurrenceRemarks",First introduced to Canada in 1960,USRIIS-L48-Animalia5572
L48,Caloptilia azaleella,"(Brants, 1913)",Azalea leafminer,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1952,1952,,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Accepted GBIF,,5104903,https://www.gbif.org/species/5104903,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14548
L48,Caloptilia negundella,"(Chambers, 1876)",Leafminer,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1931 (Aukema and McCullough (2009)),1931,,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Accepted GBIF,,5105116,https://www.gbif.org/species/5105116,Mattson et al. (1994),https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf,"Mattson et al. (1994), https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf",2017-01-26,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia4937
L48,Caloptilia triadicae,"Davis, 2013",Tallow leaf roller,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,unintentional,Introduced Vegetation,,infests: Triadica sebifera (Chinese tallow),approx. date of introduction: 2004,2004,,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Accepted GBIF,,9942354,https://www.gbif.org/species/9942354,Duncan et al. (2016),https://journals.flvc.org/flaent/article/view/85412/84632,"Duncan et al. (2016), https://journals.flvc.org/flaent/article/view/85412/84632",2017-01-13,2022-08-02,"Added scientificNameAuthorship, Added associatedTaxa, Added occurrenceRemarks; Updated websiteURL",Native to southern China and northern Vietnam; US distribution: souteastern states and California (https://entnemdept.ufl.edu/creatures/BENEFICIAL/LEPS/Caloptilia_triadicae.html(,USRIIS-L48-Animalia4869
L48,Caradrina clavipalpis,"(Scopoli, 1763)",Pale mottled willow moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,938048,4534245,https://www.gbif.org/species/4534245,Zahini et al. (2017),https://doi.org/10.1371/journal.pone.0178548,"Zahini et al. (2017), https://doi.org/10.1371/journal.pone.0178548",2020-10-15,2020-10-15,,,USRIIS-L48-Animalia12985
L48,Caradrina morpheus,"(Hufnagel, 1766)",Mottled rustic moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",widespread invasive (category E),FALSE,,,,,approx. date of introduction: 1944,1944,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,938053,1765011,https://www.gbif.org/species/1765011,Crabo and Holden (2020),https://doi.org/10.18473/lepi.74i2.a4,"Crabo and Holden (2020), https://doi.org/10.18473/lepi.74i2.a4",2020-10-14,2022-05-09,Changed degreeOfEstablishment based on GBIF map,,USRIIS-L48-Animalia12976
L48,Carcina quercana,"(Fabricius, 1775)",Moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1920,1920,,Animalia,Arthropoda,Insecta,Lepidoptera,Peleopodidae,Accepted GBIF,,8012068,https://www.gbif.org/species/8012068,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14551
L48,Carposina sasakii,"Matsumura, 1900",Peach fruit moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,Other name(s): Carposina niponensis,Animalia,Arthropoda,Insecta,Lepidoptera,Carposinidae,Accepted GBIF,,1735121,https://www.gbif.org/species/1735121,University of Georgia Center for Invasive Species and Ecosystem Health - insects,https://www.invasive.org/species/insects.cfm,"University of Georgia Center for Invasive Species and Ecosystem Health - insects, https://www.invasive.org/species/insects.cfm",2012-06-26,2021-10-29,Added scientificNameAuthorship; Changed Source Type; Updated websiteURL,,USRIIS-L48-Animalia176
L48,Cerapteryx graminis,"(Linnaeus, 1758)",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1966,1966,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,188856,1763610,https://www.gbif.org/species/1763610,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus; Changed degreeOfEstablishment based on GBIF map; Added providedSciName,,USRIIS-L48-Animalia13654
L48,Choreutis pariana,"(Clerck, 1759)",Apple leaf skeletonizer,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1917,1917,,Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Accepted GBIF,,5769164,https://www.gbif.org/species/5769164,Mattson et al. (1994),https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf,"Mattson et al. (1994), https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf",2017-01-26,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia4940
L48,Chrysoclista linneella,"(Clerck, 1759)",Momphid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1928,1928,,Animalia,Arthropoda,Insecta,Lepidoptera,Elachistidae,Accepted GBIF,,4529248,https://www.gbif.org/species/4529248,Mattson et al. (1994),https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf,"Mattson et al. (1994), https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf",2017-01-26,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia4941
L48,Chrysodeixis eriosoma,"(Doubleday, 1843)",Green garden looper,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,117382,1785145,https://www.gbif.org/species/1785145,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2021-06-01,,,USRIIS-L48-Animalia13671
L48,Chrysodeixis includens,"(Walker, 1858)",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,Other name(s): Pseudoplusia includens,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,938187,1785168,https://www.gbif.org/species/1785168,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus; Added providedSciName,,USRIIS-L48-Animalia13672
L48,Chrysoesthia sexguttella,"(Thunberg, 1794)",Moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1926,1926,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Accepted GBIF,,1851337,https://www.gbif.org/species/1851337,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14583
L48,Clepsis consimilana,"(Hübner, 1817)",Privet tortrix,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1939,1939,Other name(s): Cacoecia semiana; Clepsis unifasciana; Pandemis peregrinana; Tortrix cinnamomeana; Tortrix consimilana; Tortrix eatoniana; Tortrix fallaciana; Tortrix flavana; Tortrix fuscana; Tortrix obliterana; Tortrix unifasciana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,7466487,https://www.gbif.org/species/7466487,Gilligan et al. (2020),https://doi.org/10.3390/insects11090594,"Gilligan et al. (2020), https://doi.org/10.3390/insects11090594",2020-12-03,2022-08-03,Added taxonRemarks; Added scientificNameAuthorship,,USRIIS-L48-Animalia13022
